SMILES,IC50_nM,pIC50
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(\C=C\C(=O)O)cc4,366,6.437
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\c5oc(CO)nn5)cc4,43,7.367
CCCc1oc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)nn1,56,7.252
Cc1oc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)nn1,113,6.947
Cn1nnnc1\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5,1409,5.851
Cn1nnc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)n1,113,6.947
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\c5nn[nH]n5)cc4,1030,5.987
Cn1cncc1\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5,57,7.244
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C(F)(F)F)c4ccc(\C=C\C(=O)O)cc4,119,6.924
Cn1cnc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)c1,2564,5.591
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\c5cnc[nH]5)cc4,55,7.26
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCCC(F)(F)F)cc4,46,7.337
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCC(F)F)cc4,1174,5.93
CNC(=O)\C=C\c1ccc(cc1)C2(C)N(CCc3cc(O)ccc23)c4ccc(F)cc4,120,6.921
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(CCC(=O)O)cc4,219,6.66
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)O)cc4,202,6.695
CC(C)(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,302,6.52
Cc1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,111,6.955
Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,207,6.684
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,30,7.523
CCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,23,7.638
CCCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,55,7.26
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CC4)c5ccc(\C=C\C(=O)O)cc5,39,7.409
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CCC4)c5ccc(\C=C\C(=O)O)cc5,53,7.276
CC(C)Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,11,7.959
CC1(N(CCc2cc(O)ccc12)c3ccc(CC4CC4)cc3)c5ccc(\C=C\C(=O)O)cc5,6.5,8.187
CC1(N(CCc2cc(O)ccc12)c3ccc(CC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,27,7.569
CC(C)c1ccc(cn1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,1158,5.936
CCC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,112,6.951
CC(C)c1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,108,6.967
CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,262,6.582
CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,7,8.155
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,139,6.857
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,125,6.903
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,1138,5.944
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,110,6.959
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,77,7.114
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,37500,4.426
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C)c4ccc(\C=C\C(=O)O)cc4,34,7.469
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C)c4ccc(\C=C\C(=O)O)cc4,27,7.569
OCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,50,7.301
OC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,500,6.301
OCCN(CCO)C(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,2.1,8.678
CN(CCO)C(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,5.4,8.268
CN(C)CCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,2.9,8.538
NCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,12,7.921
NCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,10,8
OCCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,10,8
OCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,4.3,8.367
OCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,5.6,8.252
CCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,9.1,8.041
CCCC(CCC)(c1ccc(O)c(C)c1)c2cc(C)c(O)c(O)c2,271,6.567
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(OCCN(C)C)c(C)c2,134,6.873
CCCC(CCC)(c1ccc(OCCN(C)C)c(C)c1)c2ccc(O)c(O)c2,225,6.648
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(O)c2,158,6.801
CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)c(O)c2,63.2,7.199
CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(O)c2,664,6.178
CCC(CC)(c1ccc(O)cc1)c2ccc(O)c(O)c2,154,6.812
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,748,6.126
OC(=O)CCc1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,457,6.34
NC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,40,7.398
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)F)cc1,52,7.284
COCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,123,6.91
C[C@H](O)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,179,6.747
CN(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,124,6.907
Cc1ncccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,669,6.175
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(F)cc4C(F)(F)F)cc1,12,7.921
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)(F)F)cc1,23,7.638
Cc1cc(F)ccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,78,7.108
CC(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,6,8.222
CC(C)(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,36,7.444
CCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,36,7.444
Cc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,89,7.051
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4)cc1,2306,5.637
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(cc4)C(F)(F)F)cc1,941,6.026
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(F)cc4)cc1,1823,5.739
COc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,647,6.189
Cc1cc(ccc1O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,327,6.485
CC\C(=C/c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1)\C(=O)O,216,6.666
C\C(=C/C(=O)O)\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,316,6.5
C\C(=C/c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1)\C(=O)O,886,6.053
COc1cc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)ccc1\C=C\C(=O)O,5020,5.299
Cc1cc(\C=C\C(=O)O)ccc1Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4,1030,5.987
Cc1cc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)ccc1\C=C\C(=O)O,1270,5.896
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cn1,7750,5.111
Cn1cnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)c1,125,6.903
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\c5c[nH]cn5)cc4,53,7.276
Cn1nnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)n1,3,8.523
Cn1nnnc1\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2,1,9
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\c5nnn[nH]5)cc4,219,6.66
OCCNC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,55,7.26
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)NCCC(F)(F)F)cc4,10,8
CNC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,53,7.276
CC(F)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,25,7.602
CC(F)(F)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,11,7.959
CC(F)(F)c1cc(F)ccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,6,8.222
CN(c1ccc(\C=C\C(=O)O)cc1)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,3400,5.469
CC1=C(C(=O)Oc2cc(O)ccc12)c3ccc(O)cc3C,112,6.951
CC1=C(C(=O)Oc2cc(O)ccc12)c3ccc(O)cc3Cl,1238,5.907
CCC1=C(C(=O)Oc2cc(O)ccc12)c3ccc(O)cc3F,12,7.921
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(O)c(F)c3)c4ccc(O)c(F)c4,219,6.66
Oc1ccc(cc1)C2=C(c3ccc(O)cc3)c4ccc(O)cc4OC2=O,222,6.654
c1ccc(cc1)c2c3ccccc3nc4cc5ccccc5cc24,915,6.039
FC(F)(F)c1ccc2cc3nc4ccccc4c(c5ccccc5)c3cc2c1,3510,5.455
Oc1ccc2cc3nc4ccccc4c(c5ccccc5)c3cc2c1,169,6.772
FC(F)(F)c1cccc2c(c3ccccc3)c4cc5ccccc5cc4nc12,2650,5.577
Oc1cccc2c(c3ccccc3)c4cc5ccccc5cc4nc12,1083,5.965
Clc1ccc2c(c3ccccc3)c4cc5ccccc5cc4nc2c1,1654,5.781
Oc1ccc2c(c3ccccc3)c4cc5ccccc5cc4nc2c1,294,6.532
Clc1c2ccccc2cc3c(c4ccccc4)c5ccccc5nc13,1681,5.774
Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Cl)cc5,0.046,10.337
Oc1ccc2Cc3sc4cc(O)ccc4c3C(c5ccc(OCCN6CCCCC6)cc5)c2c1,0.9,9.046
CN(C)CCOc1ccc(NC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(O)cc4)cc1,8210,5.086
CCN(CC)CCOc1ccc(NC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(O)cc4)cc1,5970,5.224
Oc1ccc(cc1)C2=C(Nc3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OC2=O,6430,5.192
Oc1ccc(cc1)C2=C(Nc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5OC2=O,3820,5.418
Fc1ccc(cc1)C2=C(Nc3ccc(OCCN4CCCCC4)cc3)c5ccccc5OC2=O,7790,5.108
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Nc4ccc(OCCN5CCCCC5)cc4,7960,5.099
CN(C)CCOc1ccc(NC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,6620,5.179
CCN(CC)CCOc1ccc(NC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,4370,5.36
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Nc4ccc(OCCN5CCCC5)cc4,4530,5.344
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Nc4ccc(OCCN5CCCCC5)cc4,3860,5.413
COc1ccc(cc1)C2=C(Nc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5OC2=O,6640,5.178
COc1ccc(cc1)C2=C(Oc3ccc(OCCN4CCCCC4)cc3)c5ccc(OC)cc5OC2=O,9420,5.026
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Oc4ccc(OCCN(C)C)cc4,8960,5.048
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Oc4ccc(OCCN5CCCCC5)cc4,6870,5.163
CN(C)CCOc1ccc(OC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(O)cc4)cc1,8430,5.074
Oc1ccc(cc1)C2=C(Oc3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OC2=O,6840,5.165
Oc1ccc(cc1)C2=C(Oc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5OC2=O,2620,5.582
CN(C)CCOc1ccc(OC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,6430,5.192
CCN(CC)CCOc1ccc(OC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,3550,5.45
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Oc4ccc(OCCN5CCCC5)cc4,4270,5.37
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(F)cc3)Oc4ccc(OCCN5CCCCC5)cc4,2190,5.66
OC1CCC(CC1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,0.2,9.699
Cc1oc2cc(ccc2n1)C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c6ccc(O)cc6CCC3,0.3,9.523
Oc1ccc2C(=C(CCCc2c1F)c3ccc(OC(F)F)cc3F)c4ccc(O[C@H]5CCN(CCCF)C5)cc4,0.2,9.699
COc1ccc(cc1F)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,0.3,9.523
COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2)c(C)c1,0.2,9.699
CN1CCC(=CC1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,38,7.42
Oc1cccc(c1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,0.7,9.155
CCCCOC(=O)c1c(F)c(F)c(O)c(F)c1F,29400,4.532
CCCCOC(=O)c1cc(Cl)c(O)c(Cl)c1,55300,4.257
CCCCOC(=O)c1cc(Br)c(O)c(Br)c1,39400,4.405
CCCCOC(=O)c1ccc(O)c(Br)c1,8210,5.086
CCCCOC(=O)c1cc(I)c(O)c(I)c1,34600,4.461
CCCCOC(=O)c1ccc(O)c(I)c1,7980,5.098
CCCCOC(=O)c1cc(C)c(O)c(C)c1,32500,4.488
CCCCOC(=O)c1cc(O)c(O)c(O)c1,8970,5.047
CCCCCCCCOC(=O)c1cc(I)c(O)c(I)c1,13200,4.879
CCCCOC(=O)c1ccc(O)cc1,1420,5.848
CCCCCCCCOC(=O)c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-],60400,4.219
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,8740,5.058
CCCCCCCCOC(=O)c1cc(C)c(O)c(C)c1,16200,4.79
CCCCCCCCCCNCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,45,7.347
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,20,7.699
CCCCCCCCCCCCNCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,4.9,8.31
CCCCCCCCNCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,2.4,8.62
CCCCCCNCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,78,7.108
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(OCCN)c(C)c2,78,7.108
CCCCCCCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,400,6.398
CCCCCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,168,6.775
CCCCOc1ccc(cc1C)C(CCC)(CCC)c2ccc(O)c(C)c2,87,7.06
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(OCC)c(C)c2,40,7.398
Cc1cccc2[nH]c(nc12)c3cc4ccccc4n3Cc5ccccc5,387.37,6.412
Cc1cc(C)c2nc([nH]c2c1)c3cc4ccccc4n3Cc5ccccc5,33.13,7.48
C(c1ccccc1)n2c(cc3ccccc23)c4nc5ccccc5[nH]4,259.16,6.586
Brc1cnc2[nH]c(nc2c1)c3cc4ccccc4n3Cc5ccccc5,300.43,6.522
Brc1ccc2[nH]c(nc2c1)c3cc4ccccc4n3Cc5ccccc5,73.61,7.133
Clc1cc2nc([nH]c2cc1Cl)c3cc4ccccc4n3Cc5ccccc5,76.73,7.115
BrC1=CN2NC(=NC2N=C1)c3cc4ccccc4n3Cc5ccccc5,539.18,6.268
Cc1cccc2[nH]c(nc12)c3cc4ccccc4[nH]3,191.69,6.717
O=C(c1ccccc1)c2ccc3[nH]c(nc3c2)c4cc5ccccc5[nH]4,46.88,7.329
Brc1ccc2[nH]c(nc2c1)c3cc4ccccc4[nH]3,80.36,7.095
N1C(=Nc2cccc3cccc1c23)c4cc5ccccc5[nH]4,201.81,6.695
COc1cc(ccc1O)C2Oc3c(OC)cc(\C=C\CO)cc3C2CO,61.91,7.208
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@@H](C)C5,5.1,8.292
CC1=C(C(Oc2ccc(O)cc12)c3ccc(OCCN4CCC4)cc3)c5cccc(O)c5,0.3,9.523
CC1=C(C(Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5cccc(O)c5,0.4,9.398
CC1=C(C(Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5cccc(O)c5,0.2,9.699
CC1=C(C(Oc2ccc(O)cc12)c3ccc(OCCN4CCCCCC4)cc3)c5cccc(O)c5,0.2,9.699
CC1CN(CCOc2ccc(cc2)C3Oc4ccc(O)cc4C(=C3c5cccc(O)c5)C)C1,0.3,9.523
C[C@@H]1CCN(CCOc2ccc(cc2)C3Oc4ccc(O)cc4C(=C3c5cccc(O)c5)C)C1,0.4,9.398
C[C@H]1CCN(CCOc2ccc(cc2)C3Oc4ccc(O)cc4C(=C3c5cccc(O)c5)C)C1,0.2,9.699
CC1CCN(CCOc2ccc(cc2)C3Oc4ccc(O)cc4C(=C3c5cccc(O)c5)C)CC1,0.2,9.699
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CCCC5,0.4,9.398
C[C@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CCCC5,0.3,9.523
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CCC5,0.9,9.046
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CCCCC5,0.2,9.699
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CCCCCC5,0.2,9.699
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@@H](C)C5,0.1,10
C[C@@H](COc1ccc(cc1)[C@H]2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@@H](C)C5,9.7,8.013
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@H](C)C5,0.2,9.699
C[C@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@@H](C)C5,0.3,9.523
C[C@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(O)c4)C)N5CC[C@H](C)C5,0.2,9.699
C[C@@H](COc1ccc(cc1)C2Oc3cc(O)ccc3C(=C2c4cccc(O)c4)C)N5CC[C@@H](C)C5,0.2,9.699
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4ccc(O)cc4)C)N5CC[C@@H](C)C5,0.1,10
C[C@@H](COc1ccc(cc1)C2Oc3cc(O)ccc3C(=C2c4ccc(O)cc4)C)N5CC[C@@H](C)C5,0.3,9.523
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4ccccc4)C)N5CC[C@@H](C)C5,0.4,9.398
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(F)c4)C)N5CC[C@@H](C)C5,0.5,9.301
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4ccc(F)cc4)C)N5CC[C@@H](C)C5,0.4,9.398
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(c4)C#N)C)N5CC[C@@H](C)C5,0.7,9.155
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4ccc(cc4)C#N)C)N5CC[C@@H](C)C5,1.5,8.824
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4cccc(c4)S(=O)(=O)C)C)N5CC[C@@H](C)C5,1.4,8.854
C[C@@H](COc1ccc(cc1)C2Oc3ccc(O)cc3C(=C2c4ccc(cc4)S(=O)(=O)C)C)N5CC[C@@H](C)C5,5.7,8.244
Oc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1,1870,5.728
COC(=O)Cc1ccc(OCc2oc(nc2C)c3cccc(OC)c3)cc1,1700,5.77
COC(=O)c1ccc(OCc2oc(nc2C)c3cccc(OC)c3)cc1,4700,5.328
COC(=O)Cc1ccc(OCc2oc(nc2C)c3ccccc3OC)cc1,4100,5.387
COC(=O)c1cccc(OCc2oc(nc2C)c3ccccc3OC)c1,5200,5.284
CC1CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CCC3(C)C,355790,3.449
CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CCC3(C)C,587190,3.231
CC1CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CC(C)(C)C3,26640,4.574
CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CCC3,18410,4.735
CC1(C)CCC(=O)C2=C1OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CCC3,55000,4.26
CC1CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CCC3,16550,4.781
CC1(C)CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CC(C)(C)C3,60780,4.216
CC1CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CC(C)C3,482300,3.317
O=C1CCC2=C1C(C3=C(CCC3=O)O2)c4cc5ccccc5n4Cc6ccccc6,51190,4.291
O=C1NC(=O)C2=C(N1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)NC(=O)N3,61080,4.214
COc1cc(OC)cc(\C=C\c2ccc(cc2)C3=C(C4CC(C3O4)S(=O)(=O)Oc5ccc(Br)cc5)c6ccc(O)cc6)c1,9270,5.033
CCc1ccccc1OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(\C=C\c6cc(OC)cc(OC)c6)cc5,3,8.523
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccccc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,428,6.369
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,61,7.215
COc1cccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5)c1,48,7.319
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccc(F)cc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,5,8.301
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccc(Cl)cc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,62,7.208
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccccc4Cl)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,166,6.78
Cc1ccccc1OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,10,8
